Stock Name,Symbol,Sector,Industry,Market Cap(Rs. Cr.),Exchange
Gandhi Special Tubes Ltd.,GANDHITUBE,ironsteel,Steel & Iron Products,705.55,NSE
D.P. Wires Ltd.,DPWIRES,ironsteel,Steel & Iron Products,546.79,NSE
MSP Steel & Power Ltd.,MSPL,ironsteel,Steel & Iron Products,368.07,NSE
Manaksia Steels Ltd.,MANAKSTEEL,ironsteel,Steel & Iron Products,317.51,NSE
Sarthak Metals Ltd.,SMLT,ironsteel,Metal - Ferrous,226.5,NSE
Bedmutha Industries Ltd.,BEDMUTHA,ironsteel,Steel & Iron Products,203.75,NSE
SAL Steel Ltd.,SALSTEEL,ironsteel,Steel/Sponge Iron/Pig Iron,185.65,NSE
Visa Steel Ltd.,VISASTEEL,ironsteel,Steel & Iron Products,181.21,NSE
Shah Alloys Ltd.,SHAHALLOYS,ironsteel,Steel & Iron Products,140.56,NSE
Manaksia Coated Metals & Industries Ltd.,MANAKCOAT,ironsteel,Steel & Iron Products,132.71,NSE
Gyscoal Alloys Ltd.,GAL,ironsteel,Steel & Iron Products,116.33,NSE
Mahamaya Steel Industries Ltd.,MAHASTEEL,ironsteel,Steel & Iron Products,115.37,NSE
Incredible Industries Ltd.,INCREDIBLE,ironsteel,Steel & Iron Products,109.19,NSE
Kritika Wires Ltd.,KRITIKA,ironsteel,Steel & Iron Products,105.62,NSE
Geekay Wires Ltd.,GEEKAYWIRE,ironsteel,Steel & Iron Products,95.22,NSE
Hisar Metal Industries Ltd.,HISARMETAL,ironsteel,Steel & Iron Products,93.96,NSE
Electrotherm (India) Ltd.,ELECTHERM,ironsteel,Steel & Iron Products,90.47,NSE
Prakash Steelage Ltd.,PRAKASHSTL,ironsteel,Steel & Iron Products,83.13,NSE
Ankit Metal & Power Ltd.,ANKITMETAL,ironsteel,Steel & Iron Products,78.32,NSE
Zenith Steel Pipes & Industries Ltd.,ZENITHSTL,ironsteel,Steel & Iron Products,75.84,NSE
Oil Country Tubular Ltd.,OILCOUNTUB,ironsteel,Steel & Iron Products,73.74,NSE
Vaswani Industries Ltd.,VASWANI,ironsteel,Steel/Sponge Iron/Pig Iron,72.75,NSE
Kridhan Infra Ltd.,KRIDHANINF,ironsteel,Steel & Iron Products,32.22,NSE
Supreme Engineering Ltd.,SUPREMEENG,ironsteel,Steel & Iron Products,31.24,NSE
National Steel & Agro Industries Ltd.,NATNLSTEEL,ironsteel,Steel & Iron Products,19.98,NSE
Adani Ports and Special Economic Zone Ltd.,ADANIPORTS,logistics,Port,166125.49,NSE
Container Corporation Of India Ltd.,CONCOR,logistics,Logistics,42711.53,NSE
Delhivery Ltd.,DELHIVERY,logistics,Courier  Services,23535.37,NSE
Blue Dart Express Ltd.,BLUEDART,logistics,Courier  Services,16478.22,NSE
