pSymbol,pGroup,pExchSeg,pInstType,pSymbolName,pTrdSymbol,pOptionType,pScripRefKey,pISIN,pAssetCode,pSubGroup,pCombinedSymbol,pDesc,pAmcCode,pContractId,dTickSize ,lLotSize,lExpiryDate ,lMultiplier ,lPrecision,dStrikePrice;,pExchange,pInstName,pExpiryDate,pIssueDate,pMaturityDate,pListingDate,pNoDelStartDate,pNoDelEndDate,pBookClsStartDate,pBookClsEndDate,pRecordDate,pCreditRating,pReAdminDate,pExpulsionDate,pLocalUpdateTime,pDeliveryUnits,pPriceUnits,pLastTradingDate,pTenderPeridEndDate,pTenderPeridStartDate,pSellVarMargin,pBuyVarMargin,pInstrumentInfo,pRemarksText,pSegment,pNav,pNavDate,pMfAmt,pSipSecurity,pFaceValue,pTrdUnits,pExerciseStartDate,pExerciseEndDate,pElmMargin,pVarMargin,pTotProposedLimitValue,pScripBasePrice,pSettlementType,pCurrectionTime,iPermittedToTrade,iBoardLotQty ,iMaxOrderSize ,iLotSize,dOpenInterest ,dHighPriceRange ,dLowPriceRange ,dPriceNum   ,dGenDen,dGenNum,dPriceQuatation ,dIssuerate ,dPriceDen,dWarningQty ,dIssueCapital ,dExposureMargin ,dMinRedemptionQty ,lFreezeQty
12978,EQ,nse_cm,,NPBET,NPBET-EQ,,NPBET,INF277K010X4,,,,TATAAML - NPBET,,,1,1,-1,-1,2,-1,NSE,,,1252454400,,1252454400,0,0,0,0,0,187.32-280.98,0,0,1378055618,,,,,,,,,,CASH,,,,,1000,,,,0,20,,,T+1,315513000,0,1,14512,1,0,28098,18732,1,1,1,0,0,1,0,443793,0,0,14512
12979,BL,nse_cm,,NPBET,NPBET-BL,,NPBET-BL,INF277K010X4,,,,TATAAML - NPBET,,,1,1,-1,-1,2,-1,NSE,,,1252454400,,1252454400,0,0,0,0,0,231.80-236.49,0,0,1378055683,,,,,,,,,,CASH,,,,,1000,,,,,,,,T+1,315513000,0,1,0,1,0,23649,23180,1,1,1,0,0,1,0,443793,0,0,99999999
12982,BL,nse_cm,,MODIRUBBER,MODIRUBBER-BL,,MODIRUBBER-BL,INE832A01018,,,,MODI RUBBER LTD,,,5,1,-1,-1,2,-1,NSE,,,816220800,,816220800,0,0,1348444800,1348963200,0,71.15-72.55,0,0,1378055695,,,,,,,,,,CASH,,,,,1000,,,,,,,,T+1,315513000,0,1,0,1,0,7255,7115,1,1,1,0,0,1,0,2.50405e+07,0,0,99999999
12989,SM,nse_cm,,BAHETI,BAHETI-SM,,BAHETI-SM,INE029Q01017,,,,BAHETI RECYCLING IND LTD,,,5,1500,-1,-1,2,-1,NSE,,,1354924800,,1354924800,0,0,0,0,0,130.50-159.50,0,0,1378058543,,,,,,,,,,CASH,,,,,1000,,,,3.50,50.00,,,T+1,315513000,0,1,339050,1500,0,15950,13050,1,1,1,0,0,1,0,1.03685e+07,0,0,339050
12991,BL,nse_cm,,NKIND,NKIND-BL,,NKIND-BL,INE542C01019,,,,NK INDUSTRIES LTD,,,5,1,-1,-1,2,-1,NSE,,,816220800,,816220800,0,0,1347148800,1348012800,0,40.05-40.85,0,0,1378055671,,,,,,,,,,CASH,,,,,1000,,,,,,,,T+1,315513000,0,1,0,1,0,4085,4005,1,1,1,0,0,1,0,6.0099e+06,0,0,99999999
12995,BL,nse_cm,,OSWALAGRO,OSWALAGRO-BL,,OSWALAGRO-BL,INE142A01012,,,,OSWAL AGRO MILLS LTD,,,5,1,-1,-1,2,-1,NSE,,,816220800,,816220800,0,0,1348272000,1348790400,0,31.15-31.75,0,0,1378055671,,,,,,,,,,CASH,,,,,1000,,,,,,,,T+1,315513000,0,1,0,1,0,3175,3115,1,1,1,0,0,1,0,1.34235e+08,0,0,99999999
6000,SG,nse_cm,,692UP31,692UP31-SG,,692UP31-SG,IN3320210120,,,,SDL UP 6.92% 2031,,,1,100,-1,-1,2,-1,NSE,,,1318118400,,1318118400,0,0,0,0,0,95.00-105.00,0,0,1378054072,,,,,,,,,,CASH,,,,,10000,,,,0.00,10.00,,,T+1,315513000,0,1,1000000,100,0,10500,9500,1,1,1,0,0,1,0,2.5e+08,0,0,1000000
6001,SG,nse_cm,,705WB36,705WB36-SG,,705WB36-SG,IN3420210152,,,,SDL WB 7.05% 2036,,,1,100,-1,-1,2,-1,NSE,,,1318118400,,1318118400,0,0,0,0,0,95.00-105.00,0,0,1378054072,,,,,,,,,,CASH,,,,,10000,,,,0.00,10.00,,,T+1,315513000,0,1,1000000,100,0,10500,9500,1,1,1,0,0,1,0,2.5e+08,0,0,1000000
6006,EQ,nse_cm,,COASTCORP,COASTCORP-EQ,,COASTCORP,INE377E01016,,,,COASTAL CORPORATION LTD,,,5,1,-1,-1,2,-1,NSE,,,1318118400,,1318118400,0,0,1348790400,1348963200,0,222.60-333.90,0,0,1378058543,,,,,,,,,,CASH,,,,,1000,,,,3.50,21.04,,,T+1,315513000,0,1,359382,1,0,33390,22260,1,1,1,0,0,1,0,1.15788e+07,0,0,359382
6009,BL,nse_cm,,COASTCORP,COASTCORP-BL,,COASTCORP-BL,INE377E01016,,,,COASTAL CORPORATION LTD,,,5,1,-1,-1,2,-1,NSE,,,1318118400,,1318118400,0,0,1348790400,1348963200,0,275.50-281.00,0,0,1378055676,,,,,,,,,,CASH,,,,,1000,,,,,,,,T+1,315513000,0,1,0,1,0,28100,27550,1,1,1,0,0,1,0,1.15788e+07,0,0,99999999
6012,SM,nse_cm,,JAINAM,JAINAM-SM,,JAINAM-SM,INE02KC01010,,,,JAINAM FER ALLOYS (I) LTD,,,5,1000,-1,-1,2,-1,NSE,,,1318118400,,1318118400,0,0,1348185600,1348704000,0,126.95-140.25,0,0,1378058543,,,,,,,,,,CASH,,,,,1000,,,,3.50,50.00,,,T+1,315513000,0,1,345351,1000,0,14025,12695,1,1,1,0,0,1,0,1.05612e+07,0,0,345351
6018,EQ,nse_cm,,ABSLAMC,ABSLAMC-EQ,,ABSLAMC,INE404A01024,,,,ADIT BIRL SUN LIF AMC LTD,,,5,1,-1,-1,2,-1,NSE,,,1318377600,,1318377600,0,0,0,0,1375574400,350.55-428.45,0,0,1378058543,,,,,,,,,,CASH,,,,,500,,,,3.50,9.00,,,T+1,315513000,0,1,256641,1,0,42845,35055,1,1,1,0,0,1,0,2.88037e+08,0,0,256641
6022,BL,nse_cm,,ABSLAMC,ABSLAMC-BL,,ABSLAMC-BL,INE404A01024,,,,ADIT BIRL SUN LIF AMC LTD,,,5,1,-1,-1,2,-1,NSE,,,1318377600,,1318377600,0,0,0,0,1375574400,385.60-393.35,0,0,1378055676,,,,,,,,,,CASH,,,,,500,,,,,,,,T+1,315513000,0,1,0,1,0,39335,38560,1,1,1,0,0,1,0,2.88037e+08,0,0,99999999
6040,EQ,nse_cm,,EIFFL,EIFFL-EQ,,EIFFL,INE546V01010,,,,EURO (I) FRESH FOODS LTD,,,5,1,-1,-1,2,-1,NSE,,,1318464000,,1318464000,0,0,1348444800,1348963200,0,114.85-172.25,0,0,1378058543,,,,,,,,,,CASH,,,,,1000,,,,3.50,18.07,,,T+1,315513000,0,1,696607,1,0,17225,11485,1,1,1,0,0,1,0,2.48e+07,0,0,696607
6043,BL,nse_cm,,EIFFL,EIFFL-BL,,EIFFL-BL,INE546V01010,,,,EURO (I) FRESH FOODS LTD,,,5,1,-1,-1,2,-1,NSE,,,1318464000,,1318464000,0,0,1348444800,1348963200,0,142.15-144.95,0,0,1378055676,,,,,,,,,,CASH,,,,,1000,,,,,,,,T+1,315513000,0,1,0,1,0,14495,14215,1,1,1,0,0,1,0,2.48e+07,0,0,99999999
6045,EQ,nse_cm,,PASUPTAC,PASUPTAC-EQ,,PASUPTAC,INE818B01023,,,,PASUPATI ACRYLON LIMITED,,,5,1,-1,-1,2,-1,NSE,,,1318464000,,1318464000,0,0,1348358400,1348876800,0,31.00-46.40,0,0,1378058543,,,,,,,,,,CASH,,,,,1000,,,,3.50,18.31,,,T+1,315513000,0,1,2583969,1,0,4640,3100,1,1,1,0,0,1,0,8.91331e+07,0,0,2583969
6047,BL,nse_cm,,PASUPTAC,PASUPTAC-BL,,PASUPTAC-BL,INE818B01023,,,,PASUPATI ACRYLON LIMITED,,,5,1,-1,-1,2,-1,NSE,,,1318464000,,1318464000,0,0,1348358400,1348876800,0,38.35-39.05,0,0,1378055676,,,,,,,,,,CASH,,,,,1000,,,,,,,,T+1,315513000,0,1,0,1,0,3905,3835,1,1,1,0,0,1,0,8.91331e+07,0,0,99999999
6052,SM,nse_cm,,BMETRICS,BMETRICS-SM,,BMETRICS-SM,INE0I3Y01014,,,,BOMBAY METRICS S C LTD,,,5,400,-1,-1,2,-1,NSE,,,1318464000,,1318464000,0,0,0,0,1376784000,154.25-188.45,0,0,1378058543,,,,,,,,,,CASH,,,,,1000,,,,3.50,50.00,,,T+1,315513000,0,1,201332,400,0,18845,15425,1,1,1,0,0,1,0,6.15696e+06,0,0,201332
6054,BE,nse_cm,,CYBERTECH,CYBERTECH-BE,,CYBERTECH,INE214A01019,,,,CYBERTECH SYSTEMS & SOFTW,,,5,1,-1,-1,2,-1,NSE,,,601862400,,601862400,0,0,1348185600,1348704000,0,121.85-134.65,0,0,1378058543,,,,,,,,,,CASH,,,,,1000,,,,0.00,100.00,,,T+1,315513000,0,1,779707,1,0,13465,12185,1,1,1,0,0,1,0,2.84731e+07,0,0,779707
6062,EQ,nse_cm,,LICNETFGSC,LICNETFGSC-EQ,,LICNETFGSC,INF767K01MV5,,,,LICNAMC - LICNMFET,,,1,1,-1,-1,2,-1,NSE,,,1104537600,,1104537600,0,0,0,0,0,19.17-28.76,0,0,1378056255,,,,,,,,,,CASH,,,,,1000,,,,0,20,,,T+1,315513000,0,1,4171728,1,0,2876,1917,1,1,1,0,0,1,0,4.25774e+08,0,0,4171728
6063,BL,nse_cm,,LICNETFGSC,LICNETFGSC-BL,,LICNETFGSC-BL,INF767K01MV5,,,,LICNAMC - LICNMFET,,,1,1,-1,-1,2,-1,NSE,,,1104537600,,1104537600,0,0,0,0,0,23.73-24.20,0,0,1378055676,,,,,,,,,,CASH,,,,,1000,,,,,,,,T+1,315513000,0,1,0,1,0,2420,2373,1,1,1,0,0,1,0,4.25774e+08,0,0,99999999
6066,EQ,nse_cm,,ATGL,ATGL-EQ,,ATGL,INE399L01023,,,,ADANI TOTAL GAS LIMITED,,,5,1,-1,-1,2,-1,NSE,,,1225843200,,1225843200,0,0,0,0,1373155200,570.50-697.20,0,0,1378058543,,,,,,,,,,CASH,,,,,100,,,,0,20,,,T+1,315513000,0,1,157272,1,0,69720,57050,1,1,1,0,0,1,0,1.09981e+09,0,0,157272
6071,BL,nse_cm,,ATGL,ATGL-BL,,ATGL-BL,INE399L01023,,,,ADANI TOTAL GAS LIMITED,,,5,1,-1,-1,2,-1,NSE,,,1225843200,,1225843200,0,0,0,0,1373155200,627.55-640.15,0,0,1378055676,,,,,,,,,,CASH,,,,,100,,,,,,,,T+1,315513000,0,1,0,1,0,64015,62755,1,1,1,0,0,1,0,1.09981e+09,0,0,99999999
6073,BE,nse_cm,,AIROLAM,AIROLAM-BE,,AIROLAM,INE801L01010,,,,AIRO LAM LIMITED,,,5,1,-1,-1,2,-1,NSE,,,1318550400,,1318550400,0,0,1348185600,1348704000,0,109.85-121.35,0,0,1378058543,,,,,,,,,,CASH,,,,,1000,,,,0.00,100.00,,,T+1,315513000,0,1,490565,1,0,12135,10985,1,1,1,0,0,1,0,1.5002e+07,0,0,490565
6077,BL,nse_cm,,AIROLAM,AIROLAM-BL,,AIROLAM-BL,INE801L01010,,,,AIRO LAM LIMITED,,,5,1,-1,-1,2,-1,NSE,,,1318550400,,1318550400,0,0,1348185600,1348704000,0,114.45-116.75,0,0,1378055694,,,,,,,,,,CASH,,,,,1000,,,,,,,,T+1,315513000,0,1,0,1,0,11675,11445,1,1,1,0,0,1,0,1.5002e+07,0,0,99999999
6079,SM,nse_cm,,DYNAMIC,DYNAMIC-SM,,DYNAMIC-SM,INE0DZ701010,,,,DYNAMIC SRVCS & SEC LTD,,,5,2000,-1,-1,2,-1,NSE,,,1318550400,,1318550400,0,0,1348185600,1348704000,0,92.95-102.70,0,0,1378058543,,,,,,,,,,CASH,,,,,1000,,,,3.50,50.00,,,T+1,315513000,0,1,442044,2000,0,10270,9295,1,1,1,0,0,1,0,1.35182e+07,0,0,442044
6087,SM,nse_cm,,DESTINY,DESTINY-SM,,DESTINY-SM,INE0IGO01011,,,,DESTINY LOGISTICS & I LTD,,,5,6000,-1,-1,2,-1,NSE,,,1318550400,,1318550400,0,0,0,0,1359244800,22.60-24.90,0,0,1378058543,,,,,,,,,,CASH,,,,,1000,,,,3.50,50.00,,,T+1,315513000,0,1,503187,6000,0,2490,2260,1,1,1,0,0,1,0,1.5388e+07,0,0,503187
6093,SG,nse_cm,,675GJ29,675GJ29-SG,,675GJ29-SG,IN1520210122,,,,SDL GJ 6.75% 2029,,,1,100,-1,-1,2,-1,NSE,,,1318982400,,1318982400,0,0,0,0,0,95.00-105.00,0,0,1378054072,,,,,,,,,,CASH,,,,,10000,,,,0.00,10.00,,,T+1,315513000,0,1,999908,100,0,10500,9500,1,1,1,0,0,1,0,1.0542e+08,0,0,999908
6095,SG,nse_cm,,696KA31,696KA31-SG,,696KA31-SG,IN1920210037,,,,SDL KA 6.96% 2031,,,1,100,-1,-1,2,-1,NSE,,,1318982400,,1318982400,0,0,0,0,0,95.00-105.00,0,0,1378054072,,,,,,,,,,CASH,,,,,10000,,,,0.00,10.00,,,T+1,315513000,0,1,1000000,100,0,10500,9500,1,1,1,0,0,1,0,1e+08,0,0,1000000
6096,SG,nse_cm,,697TN31C,697TN31C-SG,,697TN31C-SG,IN3120210213,,,,SDL TN 6.97% 2031,,,1,100,-1,-1,2,-1,NSE,,,1318982400,,1318982400,0,0,0,0,0,95.00-105.00,0,0,1378054072,,,,,,,,,,CASH,,,,,10000,,,,0.00,10.00,,,T+1,315513000,0,1,1000000,100,0,10500,9500,1,1,1,0,0,1,0,2e+08,0,0,1000000
6099,SG,nse_cm,,697UP31A,697UP31A-SG,,697UP31A-SG,IN3320210138,,,,SDL UP 6.97% 2031,,,1,100,-1,-1,2,-1,NSE,,,1318982400,,1318982400,0,0,0,0,0,95.00-105.00,0,0,1378054072,,,,,,,,,,CASH,,,,,10000,,,,0.00,10.00,,,T+1,315513000,0,1,1000000,100,0,10500,9500,1,1,1,0,0,1,0,2.5e+08,0,0,1000000
6100,SG,nse_cm,,698RJ31,698RJ31-SG,,698RJ31-SG,IN2920210332,,,,SDL RJ 6.98% 2031,,,1,100,-1,-1,2,-1,NSE,,,1318982400,,1318982400,0,0,0,0,0,95.00-105.00,0,0,1378054072,,,,,,,,,,CASH,,,,,10000,,,,0.00,10.00,,,T+1,315513000,0,1,1000000,100,0,10500,9500,1,1,1,0,0,1,0,1e+08,0,0,1000000
6101,SG,nse_cm,,70MN31A,70MN31A-SG,,70MN31A-SG,IN2320210056,,,,SDL MN 7.0% 2031,,,1,100,-1,-1,2,-1,NSE,,,1318982400,,1318982400,0,0,0,0,0,95.00-105.00,0,0,1378054072,,,,,,,,,,CASH,,,,,10000,,,,0.00,10.00,,,T+1,315513000,0,1,457800,100,0,10500,9500,1,1,1,0,0,1,0,1.4e+07,0,0,457800
6103,SG,nse_cm,,70NL31,70NL31-SG,,70NL31-SG,IN2620210053,,,,SDL NL 7.0% 2031,,,1,100,-1,-1,2,-1,NSE,,,1318982400,,1318982400,0,0,0,0,0,95.00-105.00,0,0,1378054072,,,,,,,,,,CASH,,,,,10000,,,,0.00,10.00,,,T+1,315513000,0,1,291030,100,0,10500,9500,1,1,1,0,0,1,0,8.9e+06,0,0,291030
6104,SG,nse_cm,,703KA32,703KA32-SG,,703KA32-SG,IN1920210045,,,,SDL KA 7.03% 2032,,,1,100,-1,-1,2,-1,NSE,,,1318982400,,1318982400,0,0,0,0,0,95.00-105.00,0,0,1378054072,,,,,,,,,,CASH,,,,,10000,,,,0.00,10.00,,,T+1,315513000,0,1,1000000,100,0,10500,9500,1,1,1,0,0,1,0,1e+08,0,0,1000000
6112,SG,nse_cm,,713AP36A,713AP36A-SG,,713AP36A-SG,IN1020210333,,,,SDL AP 7.13% 2036,,,1,100,-1,-1,2,-1,NSE,,,1318982400,,1318982400,0,0,0,0,0,95.00-105.00,0,0,1378054072,,,,,,,,,,CASH,,,,,10000,,,,0.00,10.00,,,T+1,315513000,0,1,1000000,100,0,10500,9500,1,1,1,0,0,1,0,1e+08,0,0,1000000
6115,SG,nse_cm,,714AP41A,714AP41A-SG,,714AP41A-SG,IN1020210341,,,,SDL AP 7.14% 2041,,,1,100,-1,-1,2,-1,NSE,,,1318982400,,1318982400,0,0,0,0,0,95.00-105.00,0,0,1378054072,,,,,,,,,,CASH,,,,,10000,,,,0.00,10.00,,,T+1,315513000,0,1,1000000,100,0,10500,9500,1,1,1,0,0,1,0,1e+08,0,0,1000000
6125,EQ,nse_cm,,GOODLUCK,GOODLUCK-EQ,,GOODLUCK,INE127I01024,,,,GOODLUCK INDIA LIMITED,,,5,1,-1,-1,2,-1,NSE,,,1105142400,,1105142400,0,0,0,0,1365897600,462.35-693.45,0,0,1378058543,,,,,,,,,,CASH,,,,,200,,,,0,20,,,T+1,315513000,0,1,173022,1,0,69345,46235,1,1,1,0,0,1,0,2.72562e+07,0,0,173022
6129,BL,nse_cm,,GOODLUCK,GOODLUCK-BL,,GOODLUCK-BL,INE127I01024,,,,GOODLUCK INDIA LIMITED,,,5,1,-1,-1,2,-1,NSE,,,1105142400,,1105142400,0,0,0,0,1365897600,572.15-583.65,0,0,1378055676,,,,,,,,,,CASH,,,,,200,,,,,,,,T+1,315513000,0,1,0,1,0,58365,57215,1,1,1,0,0,1,0,2.72562e+07,0,0,99999999
6135,BL,nse_cm,,DIGJAMLMTD,DIGJAMLMTD-BL,,DIGJAMLMTD-BL,INE731U01028,,,,DIGJAM LTD,,,5,1,-1,-1,2,-1,NSE,,,1318982400,,1318982400,0,0,1347926400,1348444800,0,85.30-87.00,0,0,1378055694,,,,,,,,,,CASH,,,,,1000,,,,,,,,T+1,315513000,0,1,0,1,0,8700,8530,1,1,1,0,0,1,0,2e+06,0,0,99999999
6136,BE,nse_cm,,DIGJAMLMTD,DIGJAMLMTD-BE,,DIGJAMLMTD,INE731U01028,,,,DIGJAM LTD,,,5,1,-1,-1,2,-1,NSE,,,1318982400,,1318982400,0,0,1347926400,1348444800,0,81.85-90.45,0,0,1378058543,,,,,,,,,,CASH,,,,,1000,,,,0.00,100.00,,,T+1,315513000,0,1,65400,1,0,9045,8185,1,1,1,0,0,1,0,2e+06,0,0,65400
6140,YO,nse_cm,,SHRIRAMFIN,SHRIRAMFIN-YO,,SHRIRAMFIN-YO,INE721A07OB9,,,,SEC RED NCD 9.12% SR. I,,,1,1,-1,-1,2,-1,NSE,,,1225929600,,1225929600,0,0,0,0,1376524800,796.00-1194.01,0,0,1378054072,,,,,,,,,,CASH,,,,,100000,,,,0,20,,,T+1,315513000,0,1,30944,1,0,119401,79600,1,1,1,0,0,1,0,946320,0,0,30944
6149,YP,nse_cm,,SHRIRAMFIN,SHRIRAMFIN-YP,,SHRIRAMFIN-YP,INE721A07OC7,,,,SEC RED NCD 9.30% SR. II,,,1,1,-1,-1,2,-1,NSE,,,1225929600,,1225929600,0,0,0,0,1376524800,832.00-1248.00,0,0,1378054072,,,,,,,,,,CASH,,,,,100000,,,,0,20,,,T+1,315513000,0,1,10575,1,0,124800,83200,1,1,1,0,0,1,0,323399,0,0,10575
6152,BE,nse_cm,,PANSARI,PANSARI-BE,,PANSARI,INE697V01011,,,,PANSARI DEVELOPERS LTD,,,5,1,-1,-1,2,-1,NSE,,,1318982400,,1318982400,0,0,1348185600,1348704000,0,108.35-119.75,0,0,1378058543,,,,,,,,,,CASH,,,,,1000,,,,0.00,100.00,,,T+1,315513000,0,1,570510,1,0,11975,10835,1,1,1,0,0,1,0,1.74468e+07,0,0,570510
6153,BL,nse_cm,,PANSARI,PANSARI-BL,,PANSARI-BL,INE697V01011,,,,PANSARI DEVELOPERS LTD,,,5,1,-1,-1,2,-1,NSE,,,1318982400,,1318982400,0,0,1348185600,1348704000,0,112.90-115.15,0,0,1378055694,,,,,,,,,,CASH,,,,,1000,,,,,,,,T+1,315513000,0,1,0,1,0,11515,11290,1,1,1,0,0,1,0,1.74468e+07,0,0,99999999
6159,BE,nse_cm,,ARTNIRMAN,ARTNIRMAN-BE,,ARTNIRMAN,INE738V01013,,,,ART NIRMAN LIMITED,,,5,1,-1,-1,2,-1,NSE,,,1318982400,,1318982400,0,0,1348358400,1348876800,0,47.55-52.55,0,0,1378058543,,,,,,,,,,CASH,,,,,1000,,,,0.00,100.00,,,T+1,315513000,0,1,816061,1,0,5255,4755,1,1,1,0,0,1,0,2.4956e+07,0,0,816061
13001,EQ,nse_cm,,DHARMAJ,DHARMAJ-EQ,,DHARMAJ,INE00OQ01016,,,,DHARMAJ CROP GUARD LTD,,,5,1,-1,-1,2,-1,NSE,,,1354924800,,1354924800,0,0,0,0,0,173.60-260.40,0,0,1378058543,,,,,,,,,,CASH,,,,,1000,,,,3.50,13.03,,,T+1,315513000,0,1,460826,1,0,26040,17360,1,1,1,0,0,1,0,3.37973e+07,0,0,460826
6162,BL,nse_cm,,ARTNIRMAN,ARTNIRMAN-BL,,ARTNIRMAN-BL,INE738V01013,,,,ART NIRMAN LIMITED,,,5,1,-1,-1,2,-1,NSE,,,1318982400,,1318982400,0,0,1348358400,1348876800,0,49.55-50.55,0,0,1378055694,,,,,,,,,,CASH,,,,,1000,,,,,,,,T+1,315513000,0,1,0,1,0,5055,4955,1,1,1,0,0,1,0,2.4956e+07,0,0,99999999
6164,EQ,nse_cm,,BHAGCHEM,BHAGCHEM-EQ,,BHAGCHEM,INE414D01019,,,,BHAGIRADHA CHEM & INDS L,,,5,1,-1,-1,2,-1,NSE,,,1318982400,,1318982400,0,0,1374969600,1375574400,0,964.90-1447.30,0,0,1378058543,,,,,,,,,,CASH,,,,,1000,,,,3.50,13.93,,,T+1,315513000,0,1,82910,1,0,144730,96490,1,1,1,0,0,1,0,1.04055e+07,0,0,82910
6166,YR,nse_cm,,SHRIRAMFIN,SHRIRAMFIN-YR,,SHRIRAMFIN-YR,INE721A07OE3,,,,SEC RED NCD 9.50% SR. IV,,,1,1,-1,-1,2,-1,NSE,,,1225929600,,1225929600,0,0,0,0,1350259200,860.86-1291.29,0,0,1378054072,,,,,,,,,,CASH,,,,,100000,,,,0,20,,,T+1,315513000,0,1,37381,1,0,129129,86086,1,1,1,0,0,1,0,1.14316e+06,0,0,37381
6168,YS,nse_cm,,SHRIRAMFIN,SHRIRAMFIN-YS,,SHRIRAMFIN-YS,INE721A07OF0,,,,SEC RED NCD 9.70% SR. V,,,1,1,-1,-1,2,-1,NSE,,,1225929600,,1225929600,0,0,0,0,1350259200,876.01-1314.02,0,0,1378054072,,,,,,,,,,CASH,,,,,100000,,,,0,20,,,T+1,315513000,0,1,12747,1,0,131402,87601,1,1,1,0,0,1,0,389833,0,0,12747
13013,BL,nse_cm,,S&SPOWER,S&SPOWER-BL,,S&SPOWER-BL,INE902B01017,,,,S&S POWER SWITCHGEARS LTD,,,5,1,-1,-1,2,-1,NSE,,,816220800,,816220800,0,0,1348272000,1348790400,0,63.40-64.60,0,0,1378055695,,,,,,,,,,CASH,,,,,1000,,,,,,,,T+1,315513000,0,1,0,1,0,6460,6340,1,1,1,0,0,1,0,6.2e+06,0,0,99999999
13016,BL,nse_cm,,SANGHIIND,SANGHIIND-BL,,SANGHIIND-BL,INE999B01013,,,,SANGHI INDUSTRIES LTD,,,5,1,-1,-1,2,-1,NSE,,,816220800,,816220800,0,0,1130544000,1130716800,0,109.20-111.40,0,0,1378055695,,,,,,,,,,CASH,,,,,1000,,,,,,,,T+1,315513000,0,1,0,1,0,11140,10920,1,1,1,0,0,1,0,2.58326e+08,0,0,99999999
13017,NO,nse_cm,,DHANILOANS,DHANILOANS-NO,,DHANILOANS-NO,INE614X07274,,,,DHANI LOANS & SERV LTD,,,1,1,-1,-1,2,-1,NSE,,,1252627200,,1252627200,0,0,0,0,1377129600,760.36-1140.54,0,0,1378054073,,,,,,,,,,CASH,,,,,100000,,,,0,20,,,T+1,315513000,0,1,1239,1,0,114054,76036,1,1,1,0,0,1,0,37907,0,0,1239
13019,BL,nse_cm,,HAVISHA,HAVISHA-BL,,HAVISHA-BL,INE293B01029,,,,SRI HAVISHA HOSP & INFR L,,,5,1,-1,-1,2,-1,NSE,,,816220800,,816220800,0,0,1344211200,1344729600,0,1.70-1.80,0,0,1378054073,,,,,,,,,,CASH,,,,,200,,,,,,,,T+1,315513000,0,1,0,1,0,180,170,1,1,1,0,0,1,0,1.53536e+08,0,0,99999999
6172,YU,nse_cm,,SHRIRAMFIN,SHRIRAMFIN-YU,,SHRIRAMFIN-YU,INE721A07OH6,,,,SEC RED NCD SR. VII,,,1,1,-1,-1,2,-1,NSE,,,1225929600,,1225929600,0,0,0,0,0,1225.60-1838.40,0,0,1378054072,,,,,,,,,,CASH,,,,,100000,,,,0,20,,,T+1,315513000,0,1,13776,1,0,183840,122560,1,1,1,0,0,1,0,421297,0,0,13776
6173,BL,nse_cm,,BHAGCHEM,BHAGCHEM-BL,,BHAGCHEM-BL,INE414D01019,,,,BHAGIRADHA CHEM & INDS L,,,5,1,-1,-1,2,-1,NSE,,,1318982400,,1318982400,0,0,1374969600,1375574400,0,1194.05-1218.15,0,0,1378055676,,,,,,,,,,CASH,,,,,1000,,,,,,,,T+1,315513000,0,1,0,1,0,121815,119405,1,1,1,0,0,1,0,1.04055e+07,0,0,99999999
6176,NH,nse_cm,,IIFL,IIFL-NH,,IIFL-NH,INE530B07120,,,,SEC RE NCD 8.25% SR.I,,,1,1,-1,-1,2,-1,NSE,,,1318982400,,1318982400,0,0,0,0,1348790400,852.79-1279.18,0,0,1378056255,,,,,,,,,,CASH,,,,,100000,,,,0.00,10.00,,,T+1,315513000,0,1,93809,1,0,127918,85279,1,1,1,0,0,1,0,3.0753e+06,0,0,93809
6178,NI,nse_cm,,IIFL,IIFL-NI,,IIFL-NI,INE530B07138,,,,SEC RE NCD 0% SR.II,,,1,1,-1,-1,2,-1,NSE,,,1318982400,,1318982400,0,0,0,0,0,927.11-1390.66,0,0,1378054072,,,,,,,,,,CASH,,,,,100000,,,,0.00,10.00,,,T+1,315513000,0,1,23356,1,0,139066,92711,1,1,1,0,0,1,0,714253,0,0,23356
13021,NP,nse_cm,,DHANILOANS,DHANILOANS-NP,,DHANILOANS-NP,INE614X07282,,,,DHANI LOANS & SERV LTD,,,1,1,-1,-1,2,-1,NSE,,,1252627200,,1252627200,0,0,0,0,1377129600,840.84-1261.26,0,0,1378054073,,,,,,,,,,CASH,,,,,100000,,,,0,20,,,T+1,315513000,0,1,3861,1,0,126126,84084,1,1,1,0,0,1,0,118099,0,0,3861
13023,NQ,nse_cm,,DHANILOANS,DHANILOANS-NQ,,DHANILOANS-NQ,INE614X07290,,,,DHANI LOANS & SERV LTD,,,1,1,-1,-1,2,-1,NSE,,,1252627200,,1252627200,0,0,0,0,0,1116.00-1674.00,0,0,1378054073,,,,,,,,,,CASH,,,,,100000,,,,0,20,,,T+1,315513000,0,1,338,1,0,167400,111600,1,1,1,0,0,1,0,10362,0,0,338
13025,SM,nse_cm,,SECL,SECL-SM,,SECL-SM,INE00Y701026,,,,SALASAR EXTERIOR CONT LTD,,,5,6250,-1,-1,2,-1,NSE,,,1252713600,,1252713600,0,0,0,0,1367539200,27.10-29.90,0,0,1378058543,,,,,,,,,,CASH,,,,,100,,,,3.50,75.00,,,T+1,315513000,0,1,3366411,6250,0,2990,2710,1,1,1,0,0,1,0,1.02948e+08,0,0,3366411
