pSymbol,pGroup,pExchSeg,pInstType,pSymbolName,pTrdSymbol,pOptionType,pScripRefKey,pISIN,pAssetCode,pSubGroup,pCombinedSymbol,pDesc,pAmcCode,pContractId,dTickSize ,lLotSize,lExpiryDate ,lMultiplier ,lPrecision,dStrikePrice;,pExchange,pInstName,pExpiryDate,pIssueDate,pMaturityDate,pListingDate,pNoDelStartDate,pNoDelEndDate,pBookClsStartDate,pBookClsEndDate,pRecordDate,pCreditRating,pReAdminDate,pExpulsionDate,pLocalUpdateTime,pDeliveryUnits,pPriceUnits,pLastTradingDate,pTenderPeridEndDate,pTenderPeridStartDate,pSellVarMargin,pBuyVarMargin,pInstrumentInfo,pRemarksText,pSegment,pNav,pNavDate,pMfAmt,pSipSecurity,pFaceValue,pTrdUnits,pExerciseStartDate,pExerciseEndDate,pElmMargin,pVarMargin,pTotProposedLimitValue,pScripBasePrice,pSettlementType,pCurrectionTime,iPermittedToTrade,iBoardLotQty ,iMaxOrderSize ,iLotSize,dOpenInterest ,dHighPriceRange ,dLowPriceRange ,dPriceNum   ,dGenDen,dGenNum,dPriceQuatation ,dIssuerate ,dPriceDen,dWarningQty ,dIssueCapital ,dExposureMargin ,dMinRedemptionQty ,lFreezeQty
6531,IV,nse_cm,,NHIT,NHIT-IV,,NHIT-IV,INE0H7R23014,,,,NATIONAL HIGHW INFRA TRUS,,,1,200000,-1,-1,2,-1,NSE,,,1320969600,,1320969600,0,0,0,0,1369353600,93.16-139.74,0,0,1378058543,,,,,,,,,,CASH,,,,,10000,,,,3.50,75.00,,,T+1,315513000,0,1,858610,200000,0,13974,9316,1,1,1,0,0,1,0,7.26405e+08,0,0,858610
6542,BL,nse_cm,,NHIT,NHIT-BL,,NHIT-BL,INE0H7R23014,,,,NATIONAL HIGHW INFRA TRUS,,,1,1,-1,-1,2,-1,NSE,,,1320969600,,1320969600,0,0,0,0,0,115.28-117.61,0,0,1378054072,,,,,,,,,,CASH,,,,,10000,,,,,,,,T+1,315513000,0,1,0,1,0,11761,11528,1,1,1,0,0,1,0,7.26405e+08,0,0,99999999
6545,EQ,nse_cm,,NYKAA,NYKAA-EQ,,NYKAA,INE388Y01029,,,,FSN E COMMERCE VENTURES,,,5,1,-1,-1,2,-1,NSE,,,1320969600,,1320969600,0,0,0,0,1352592000,108.40-162.50,0,0,1378058543,,,,,,,,,,CASH,,,,,100,,,,3.50,16.14,,,T+1,315513000,0,1,735786,1,0,16250,10840,1,1,1,0,0,1,0,2.85188e+09,0,0,735786
1,SM,nse_cm,,GOLDSTAR,GOLDSTAR-SM,,GOLDSTAR-SM,INE405Y01021,,,,GOLDSTAR POWER LIMITED,,,5,22500,-1,-1,2,-1,NSE,,,1192060800,,1192060800,0,0,0,0,1374192000,5.60-6.15,0,0,1378058543,,,,,,,,,,CASH,,,,,100,,,,0,20,,,T+1,315513000,0,1,7871053,22500,0,615,560,1,1,1,0,0,1,0,2.40705e+08,0,0,7871053
6549,BE,nse_cm,,GRPLTD,GRPLTD-BE,,GRPLTD,INE137I01015,,,,GRP LIMITED,,,5,1,-1,-1,2,-1,NSE,,,1108166400,,1108166400,0,0,1375056000,1375574400,0,3941.25-4102.05,0,0,1378058545,,,,,,,,,,CASH,,,,,1000,,,,0.00,100.00,,,T+1,315513000,0,1,24865,1,0,410205,394125,1,1,1,0,0,1,0,1.33333e+06,0,0,24865
4,EQ,nse_cm,,21STCENMGM,21STCENMGM-EQ,,21STCENMGM,INE253B01015,,,,21ST CENTURY MGMT SERVICE,,,5,1,-1,-1,2,-1,NSE,,,484531200,,483926400,0,0,1376870400,1377302400,0,18.40-19.10,0,0,1378058543,,,,,,,,,,CASH,,,,,1000,,,,0,20,,,T+1,315513000,0,1,343350,1,0,1910,1840,1,1,1,0,0,1,0,1.05e+07,0,0,343350
7,EQ,nse_cm,,AARTIIND,AARTIIND-EQ,,AARTIIND,INE769A01020,,,,AARTI INDUSTRIES LTD,,,5,1,-1,-1,2,-1,NSE,,,473040000,,476668800,0,0,0,0,1374969600,441.95-540.15,0,0,1378058543,,,,,,,,,,CASH,,,,,500,,,,0,20,,,T+1,315513000,0,1,203364,1,0,54015,44195,1,1,1,0,0,1,0,3.62504e+08,0,0,203364
8,SG,nse_cm,,507PY23,507PY23-SG,,507PY23-SG,IN3820200019,,,,SDL PY 5.07% 2023,,,1,100,-1,-1,2,-1,NSE,,,1284249600,,1284249600,0,0,0,0,1378598400,95.00-105.00,0,0,1378054071,,,,,,,,,,CASH,,,,,10000,,,,0,20,,,T+1,315513000,0,1,408750,100,0,10500,9500,1,1,1,0,0,1,0,1.25e+07,0,0,408750
6553,BL,nse_cm,,NYKAA,NYKAA-BL,,NYKAA-BL,INE388Y01029,,,,FSN E COMMERCE VENTURES,,,5,1,-1,-1,2,-1,NSE,,,1320969600,,1320969600,0,0,0,0,1352592000,134.10-136.80,0,0,1378055676,,,,,,,,,,CASH,,,,,100,,,,,,,,T+1,315513000,0,1,0,1,0,13680,13410,1,1,1,0,0,1,0,2.85188e+09,0,0,99999999
6555,SG,nse_cm,,525AS24,525AS24-SG,,525AS24-SG,IN1220210117,,,,SDL AS 5.25% 2024,,,1,100,-1,-1,2,-1,NSE,,,1321142400,,1321142400,0,0,0,0,0,95.00-105.00,0,0,1378054072,,,,,,,,,,CASH,,,,,10000,,,,0.00,10.00,,,T+1,315513000,0,1,1000000,100,0,10500,9500,1,1,1,0,0,1,0,5e+07,0,0,1000000
6556,SG,nse_cm,,694AS31,694AS31-SG,,694AS31-SG,IN1220210125,,,,SDL AS 6.94% 2031,,,1,100,-1,-1,2,-1,NSE,,,1321142400,,1321142400,0,0,0,0,0,95.00-105.00,0,0,1378054072,,,,,,,,,,CASH,,,,,10000,,,,0.00,10.00,,,T+1,315513000,0,1,1000000,100,0,10500,9500,1,1,1,0,0,1,0,5e+07,0,0,1000000
6557,SG,nse_cm,,692RJ31,692RJ31-SG,,692RJ31-SG,IN2920210373,,,,SDL RJ 6.92% 2031,,,1,100,-1,-1,2,-1,NSE,,,1321142400,,1321142400,0,0,0,0,0,95.00-105.00,0,0,1378054072,,,,,,,,,,CASH,,,,,10000,,,,0.00,10.00,,,T+1,315513000,0,1,1000000,100,0,10500,9500,1,1,1,0,0,1,0,5e+07,0,0,1000000
6558,SG,nse_cm,,693UP31,693UP31-SG,,693UP31-SG,IN3320210153,,,,SDL UP 6.93% 2031,,,1,100,-1,-1,2,-1,NSE,,,1321142400,,1321142400,0,0,0,0,0,95.00-105.00,0,0,1378054072,,,,,,,,,,CASH,,,,,10000,,,,0.00,10.00,,,T+1,315513000,0,1,1000000,100,0,10500,9500,1,1,1,0,0,1,0,2.5e+08,0,0,1000000
13400,EQ,nse_cm,,BHAGERIA,BHAGERIA-EQ,,BHAGERIA,INE354C01027,,,,BHAGERIA INDUSTRIES LTD,,,5,1,-1,-1,2,-1,NSE,,,1141344000,,1141344000,0,0,1378080000,1378684800,0,131.25-196.85,0,0,1378058543,,,,,,,,,,CASH,,,,,500,,,,0,20,,,T+1,315513000,0,1,609534,1,0,19685,13125,1,1,1,0,0,1,0,4.36442e+07,0,0,609534
13401,SG,nse_cm,,767WB41,767WB41-SG,,767WB41-SG,IN3420220201,,,,SDL WB 7.67% 2041,,,1,100,-1,-1,2,-1,NSE,,,1356825600,,1356825600,0,0,0,0,0,95.00-105.00,0,0,1378054073,,,,,,,,,,CASH,,,,,10000,,,,0.00,10.00,,,T+1,315513000,0,1,1000000,100,0,10500,9500,1,1,1,0,0,1,0,2e+08,0,0,1000000
13404,EQ,nse_cm,,SUNTV,SUNTV-EQ,,SUNTV,INE424H01027,,,,SUN TV NETWORK LIMITED,,,5,1,-1,-1,2,-1,NSE,,,830304000,,830304000,0,0,0,0,1377129600,558.75-682.85,0,0,1378058543,,,,,,,,,,CASH,,,,,500,,,,0,20,,,T+1,315513000,0,1,160786,1,0,68285,55875,1,1,1,0,0,1,0,3.94085e+08,0,0,160786
13406,BL,nse_cm,,SUNTV,SUNTV-BL,,SUNTV-BL,INE424H01027,,,,SUN TV NETWORK LIMITED,,,5,1,-1,-1,2,-1,NSE,,,830304000,,830304000,0,0,0,0,1377129600,614.60-627.00,0,0,1378055683,,,,,,,,,,CASH,,,,,500,,,,,,,,T+1,315513000,0,1,0,1,0,62700,61460,1,1,1,0,0,1,0,3.94085e+08,0,0,99999999
13407,TB,nse_cm,,364D281223,364D281223-TB,,364D281223-TB,IN002022Z390,,,,GOI TBILL 364D-28/12/23,,,1,100,-1,-1,2,-1,NSE,,,1356825600,,1356825600,0,0,0,0,0,92.38-102.11,0,0,1378054073,,,,,,,,,,CASH,,,,,10000,,,,0.00,10.00,,,T+1,315513000,0,1,1028049,100,0,10211,9238,1,1,1,0,0,1,0,6.07594e+08,0,0,1028049
13409,EQ,nse_cm,,GPIL,GPIL-EQ,,GPIL,INE177H01021,,,,GODAWARI POW & ISP LTD,,,5,1,-1,-1,2,-1,NSE,,,830390400,,830390400,0,0,0,0,1376870400,497.25-745.85,0,0,1378058543,,,,,,,,,,CASH,,,,,500,,,,0,20,,,T+1,315513000,0,1,160818,1,0,74585,49725,1,1,1,0,0,1,0,1.40945e+08,0,0,160818
6563,SG,nse_cm,,70AP38A,70AP38A-SG,,70AP38A-SG,IN1020210390,,,,SDL AP 7.0% 2038,,,1,100,-1,-1,2,-1,NSE,,,1321142400,,1321142400,0,0,0,0,0,95.00-105.00,0,0,1378054072,,,,,,,,,,CASH,,,,,10000,,,,0.00,10.00,,,T+1,315513000,0,1,1000000,100,0,10500,9500,1,1,1,0,0,1,0,5e+07,0,0,1000000
6564,SG,nse_cm,,70AP39B,70AP39B-SG,,70AP39B-SG,IN1020210408,,,,SDL AP 7.0% 2039,,,1,100,-1,-1,2,-1,NSE,,,1321142400,,1321142400,0,0,0,0,0,95.00-105.00,0,0,1378054072,,,,,,,,,,CASH,,,,,10000,,,,0.00,10.00,,,T+1,315513000,0,1,1000000,100,0,10500,9500,1,1,1,0,0,1,0,5e+07,0,0,1000000
6568,EQ,nse_cm,,LAXMICOT,LAXMICOT-EQ,,LAXMICOT,INE801V01019,,,,LAXMI COTSPIN LIMITED,,,5,1,-1,-1,2,-1,NSE,,,1321142400,,1321142400,0,0,1351555200,1352073600,0,16.15-24.15,0,0,1378058543,,,,,,,,,,CASH,,,,,1000,,,,3.50,21.50,,,T+1,315513000,0,1,560728,1,0,2415,1615,1,1,1,0,0,1,0,1.71477e+07,0,0,560728
13413,BL,nse_cm,,GPIL,GPIL-BL,,GPIL-BL,INE177H01021,,,,GODAWARI POW & ISP LTD,,,5,1,-1,-1,2,-1,NSE,,,830390400,,830390400,0,0,0,0,1376870400,615.35-627.75,0,0,1378055684,,,,,,,,,,CASH,,,,,500,,,,,,,,T+1,315513000,0,1,0,1,0,62775,61535,1,1,1,0,0,1,0,1.40945e+08,0,0,99999999
13414,EQ,nse_cm,,RSYSTEMS,RSYSTEMS-EQ,,RSYSTEMS,INE411H01032,,,,R SYS INTERNATIONAL LTD,,,5,1,-1,-1,2,-1,NSE,,,830476800,,830476800,0,0,1339804800,1340150400,0,391.40-587.10,0,0,1378058543,,,,,,,,,,CASH,,,,,100,,,,0,20,,,T+1,315513000,0,1,204310,1,0,58710,39140,1,1,1,0,0,1,0,1.18303e+08,0,0,204310
13416,BL,nse_cm,,RSYSTEMS,RSYSTEMS-BL,,RSYSTEMS-BL,INE411H01032,,,,R SYS INTERNATIONAL LTD,,,5,1,-1,-1,2,-1,NSE,,,830476800,,830476800,0,0,1339804800,1340150400,0,484.35-494.10,0,0,1378055684,,,,,,,,,,CASH,,,,,100,,,,,,,,T+1,315513000,0,1,0,1,0,49410,48435,1,1,1,0,0,1,0,1.18303e+08,0,0,99999999
6571,BL,nse_cm,,LAXMICOT,LAXMICOT-BL,,LAXMICOT-BL,INE801V01019,,,,LAXMI COTSPIN LIMITED,,,5,1,-1,-1,2,-1,NSE,,,1321142400,,1321142400,0,0,1351555200,1352073600,0,19.95-20.35,0,0,1378055676,,,,,,,,,,CASH,,,,,1000,,,,,,,,T+1,315513000,0,1,0,1,0,2035,1995,1,1,1,0,0,1,0,1.71477e+07,0,0,99999999
6579,EQ,nse_cm,,FINOPB,FINOPB-EQ,,FINOPB,INE02NC01014,,,,FINO PAYMENTS BANK LTD,,,5,1,-1,-1,2,-1,NSE,,,1321142400,,1321142400,0,0,0,0,0,284.45-426.65,0,0,1378058543,,,,,,,,,,CASH,,,,,1000,,,,3.50,17.16,,,T+1,315513000,0,1,281181,1,0,42665,28445,1,1,1,0,0,1,0,8.32143e+07,0,0,281181
13420,BZ,nse_cm,,JETAIRWAYS,JETAIRWAYS-BZ,,JETAIRWAYS-BZ,INE802G01018,,,,JET AIRWAYS (INDIA) LTD.,,,5,1,-1,-1,2,-1,NSE,,,1253750400,,1253750400,0,0,1306972800,1307577600,0,63.15-65.65,0,0,1378058545,,,,,,,,,,CASH,,,,,1000,,,,0,20,,,T+1,315513000,0,1,1552762,1,0,6565,6315,1,1,1,0,0,1,0,1.13597e+08,0,0,1552762
13421,EQ,nse_cm,,EMKAY,EMKAY-EQ,,EMKAY,INE296H01011,,,,EMKAY GLOBAL FIN SERV LTD,,,5,1,-1,-1,2,-1,NSE,,,830649600,,830649600,0,0,1375574400,1376092800,0,70.70-106.00,0,0,1378058543,,,,,,,,,,CASH,,,,,1000,,,,0,20,,,T+1,315513000,0,1,805735,1,0,10600,7070,1,1,1,0,0,1,0,2.46402e+07,0,0,805735
13423,EQ,nse_cm,,ELIN,ELIN-EQ,,ELIN,INE050401020,,,,ELIN ELECTRONICS LIMITED,,,5,1,-1,-1,2,-1,NSE,,,1356825600,,1356825600,0,0,0,0,0,141.50-212.20,0,0,1378058543,,,,,,,,,,CASH,,,,,500,,,,3.50,13.12,,,T+1,315513000,0,1,565419,1,0,21220,14150,1,1,1,0,0,1,0,4.96592e+07,0,0,565419
13425,BL,nse_cm,,EMKAY,EMKAY-BL,,EMKAY-BL,INE296H01011,,,,EMKAY GLOBAL FIN SERV LTD,,,5,1,-1,-1,2,-1,NSE,,,830649600,,830649600,0,0,1375574400,1376092800,0,87.50-89.20,0,0,1378055684,,,,,,,,,,CASH,,,,,1000,,,,,,,,T+1,315513000,0,1,0,1,0,8920,8750,1,1,1,0,0,1,0,2.46402e+07,0,0,99999999
13426,BL,nse_cm,,BHAGERIA,BHAGERIA-BL,,BHAGERIA-BL,INE354C01027,,,,BHAGERIA INDUSTRIES LTD,,,5,1,-1,-1,2,-1,NSE,,,1141344000,,1141344000,0,0,1378080000,1378684800,0,162.40-165.65,0,0,1378055683,,,,,,,,,,CASH,,,,,500,,,,,,,,T+1,315513000,0,1,0,1,0,16565,16240,1,1,1,0,0,1,0,4.36442e+07,0,0,99999999
6584,BL,nse_cm,,FINOPB,FINOPB-BL,,FINOPB-BL,INE02NC01014,,,,FINO PAYMENTS BANK LTD,,,5,1,-1,-1,2,-1,NSE,,,1321142400,,1321142400,0,0,0,0,0,352.00-359.10,0,0,1378055676,,,,,,,,,,CASH,,,,,1000,,,,,,,,T+1,315513000,0,1,0,1,0,35910,35200,1,1,1,0,0,1,0,8.32143e+07,0,0,99999999
13430,EQ,nse_cm,,KELLTONTEC,KELLTONTEC-EQ,,KELLTONTEC,INE164B01022,,,,KELLTON TECH SOL LTD,,,5,1,-1,-1,2,-1,NSE,,,1141344000,,1141344000,0,0,1316563200,1317168000,0,72.15-108.15,0,0,1378058543,,,,,,,,,,CASH,,,,,500,,,,0,20,,,T+1,315513000,0,1,1109235,1,0,10815,7215,1,1,1,0,0,1,0,9.65308e+07,0,0,1109235
13433,BL,nse_cm,,ELIN,ELIN-BL,,ELIN-BL,INE050401020,,,,ELIN ELECTRONICS LIMITED,,,5,1,-1,-1,2,-1,NSE,,,1356825600,,1356825600,0,0,0,0,0,175.10-178.60,0,0,1378055684,,,,,,,,,,CASH,,,,,500,,,,,,,,T+1,315513000,0,1,0,1,0,17860,17510,1,1,1,0,0,1,0,4.96592e+07,0,0,99999999
13435,ZO,nse_cm,,IBULHSGFIN,IBULHSGFIN-ZO,,IBULHSGFIN-ZO,INE148I07NE4,,,,SEC RE NCD 8.90% SR.I,,,1,1,-1,-1,2,-1,NSE,,,1356825600,,1356825600,0,0,0,0,0,800.00-1200.00,0,0,1378054073,,,,,,,,,,CASH,,,,,100000,,,,0.00,10.00,,,T+1,315513000,0,1,1020,1,0,120000,80000,1,1,1,0,0,1,0,31200,0,0,1020
13438,ZP,nse_cm,,IBULHSGFIN,IBULHSGFIN-ZP,,IBULHSGFIN-ZP,INE148I07NC8,,,,SEC RE NCD 9.30% SR.I,,,1,1,-1,-1,2,-1,NSE,,,1356825600,,1356825600,0,0,0,0,0,823.92-1235.88,0,0,1378054073,,,,,,,,,,CASH,,,,,100000,,,,0.00,10.00,,,T+1,315513000,0,1,4210,1,0,123588,82392,1,1,1,0,0,1,0,128771,0,0,4210
13439,BE,nse_cm,,LOKESHMACH,LOKESHMACH-BE,,LOKESHMACH,INE397H01017,,,,LOKESH MACHINES LTD,,,5,1,-1,-1,2,-1,NSE,,,831254400,,831254400,0,0,1348272000,1348790400,0,174.60-192.90,0,0,1378058543,,,,,,,,,,CASH,,,,,1000,,,,0,20,,,T+1,315513000,0,1,544204,1,0,19290,17460,1,1,1,0,0,1,0,1.78968e+07,0,0,544204
6592,SM,nse_cm,,NIDAN,NIDAN-SM,,NIDAN-SM,INE0J6L01013,,,,NIDAN LABS AND HEALTH LTD,,,5,1000,-1,-1,2,-1,NSE,,,1321142400,,1321142400,0,0,1348185600,1348790400,0,30.40-45.50,0,0,1378058543,,,,,,,,,,CASH,,,,,1000,,,,3.50,50.00,,,T+1,315513000,0,1,454530,1000,0,4550,3040,1,1,1,0,0,1,0,1.39e+07,0,0,454530
6596,EQ,nse_cm,,SONATSOFTW,SONATSOFTW-EQ,,SONATSOFTW,INE269A01021,,,,SONATA SOFTWARE LTD,,,5,1,-1,-1,2,-1,NSE,,,617587200,,617587200,0,0,1374451200,1375142400,0,834.15-1251.15,0,0,1378058543,,,,,,,,,,CASH,,,,,100,,,,0,20,,,T+1,315513000,0,1,95905,1,0,125115,83415,1,1,1,0,0,1,0,1.40212e+08,0,0,95905
13440,BL,nse_cm,,LOKESHMACH,LOKESHMACH-BL,,LOKESHMACH-BL,INE397H01017,,,,LOKESH MACHINES LTD,,,5,1,-1,-1,2,-1,NSE,,,831254400,,831254400,0,0,1348272000,1348790400,0,181.95-185.55,0,0,1378055697,,,,,,,,,,CASH,,,,,1000,,,,,,,,T+1,315513000,0,1,0,1,0,18555,18195,1,1,1,0,0,1,0,1.78968e+07,0,0,99999999
13441,EQ,nse_cm,,BALPHARMA,BALPHARMA-EQ,,BALPHARMA,INE083D01012,,,,BAL PHARMA LTD.,,,5,1,-1,-1,2,-1,NSE,,,831513600,,831513600,0,0,1347667200,1348012800,0,77.45-116.15,0,0,1378058543,,,,,,,,,,CASH,,,,,1000,,,,0,20,,,T+1,315513000,0,1,513058,1,0,11615,7745,1,1,1,0,0,1,0,1.56899e+07,0,0,513058
13443,ZQ,nse_cm,,IBULHSGFIN,IBULHSGFIN-ZQ,,IBULHSGFIN-ZQ,INE148I07NR6,,,,SEC RE NCD 8.57% SR.II,,,1,1,-1,-1,2,-1,NSE,,,1356825600,,1356825600,0,0,0,0,1376438400,800.00-1200.00,0,0,1378054073,,,,,,,,,,CASH,,,,,100000,,,,0.00,10.00,,,T+1,315513000,0,1,16,1,0,120000,80000,1,1,1,0,0,1,0,500,0,0,16
13445,BL,nse_cm,,BALPHARMA,BALPHARMA-BL,,BALPHARMA-BL,INE083D01012,,,,BAL PHARMA LTD.,,,5,1,-1,-1,2,-1,NSE,,,831513600,,831513600,0,0,1347667200,1348012800,0,95.85-97.75,0,0,1378055684,,,,,,,,,,CASH,,,,,1000,,,,,,,,T+1,315513000,0,1,0,1,0,9775,9585,1,1,1,0,0,1,0,1.56899e+07,0,0,99999999
13446,SM,nse_cm,,SHIVAUM,SHIVAUM-SM,,SHIVAUM-SM,INE719F01016,,,,SHIV AUM STEELS LIMITED,,,5,500,-1,-1,2,-1,NSE,,,1254355200,,1254355200,0,0,0,0,0,260.00-390.00,0,0,1378058543,,,,,,,,,,CASH,,,,,1000,,,,0,20,,,T+1,315513000,0,1,307681,500,0,39000,26000,1,1,1,0,0,1,0,1.36004e+07,0,0,307681
13448,ZR,nse_cm,,IBULHSGFIN,IBULHSGFIN-ZR,,IBULHSGFIN-ZR,INE148I07NQ8,,,,SEC RE NCD 8.94% SR.II,,,1,1,-1,-1,2,-1,NSE,,,1356825600,,1356825600,0,0,0,0,1376438400,796.00-1194.00,0,0,1378054073,,,,,,,,,,CASH,,,,,100000,,,,0.00,10.00,,,T+1,315513000,0,1,4168,1,0,119400,79600,1,1,1,0,0,1,0,127469,0,0,4168
13449,BL,nse_cm,,KELLTONTEC,KELLTONTEC-BL,,KELLTONTEC-BL,INE164B01022,,,,KELLTON TECH SOL LTD,,,5,1,-1,-1,2,-1,NSE,,,1141344000,,1141344000,0,0,1316563200,1317168000,0,89.25-91.05,0,0,1378055684,,,,,,,,,,CASH,,,,,500,,,,,,,,T+1,315513000,0,1,0,1,0,9105,8925,1,1,1,0,0,1,0,9.65308e+07,0,0,99999999
13451,EQ,nse_cm,,RATNAMANI,RATNAMANI-EQ,,RATNAMANI,INE703B01027,,,,RATNAMANI MET & TUB LTD.,,,5,1,-1,-1,2,-1,NSE,,,831600000,,831600000,0,0,1374969600,1375488000,0,2075.00-3112.40,0,0,1378058543,,,,,,,,,,CASH,,,,,200,,,,0,20,,,T+1,315513000,0,1,38550,1,0,311240,207500,1,1,1,0,0,1,0,7.0092e+07,0,0,38550
13453,ZS,nse_cm,,IBULHSGFIN,IBULHSGFIN-ZS,,IBULHSGFIN-ZS,INE148I07NK1,,,,SEC RE NCD SR.III,,,1,1,-1,-1,2,-1,NSE,,,1356825600,,1356825600,0,0,0,0,0,772.08-1158.12,0,0,1378054073,,,,,,,,,,CASH,,,,,100000,,,,0.00,10.00,,,T+1,315513000,0,1,2181,1,0,115812,77208,1,1,1,0,0,1,0,66713,0,0,2181
13455,BL,nse_cm,,RATNAMANI,RATNAMANI-BL,,RATNAMANI-BL,INE703B01027,,,,RATNAMANI MET & TUB LTD.,,,5,1,-1,-1,2,-1,NSE,,,831600000,,831600000,0,0,1374969600,1375488000,0,2567.80-2619.60,0,0,1378055684,,,,,,,,,,CASH,,,,,200,,,,,,,,T+1,315513000,0,1,0,1,0,261960,256780,1,1,1,0,0,1,0,7.0092e+07,0,0,99999999
13456,BL,nse_cm,,SWELECTES,SWELECTES-BL,,SWELECTES-BL,INE409B01013,,,,SWELECT ENERGY SYS LTD,,,5,1,-1,-1,2,-1,NSE,,,831600000,,831600000,0,0,1374278400,1374796800,0,527.50-538.10,0,0,1378055682,,,,,,,,,,CASH,,,,,1000,,,,,,,,T+1,315513000,0,1,0,1,0,53810,52750,1,1,1,0,0,1,0,1.51588e+07,0,0,99999999
13457,EQ,nse_cm,,KAMDHENU,KAMDHENU-EQ,,KAMDHENU,INE390H01012,,,,KAMDHENU LIMITED,,,5,1,-1,-1,2,-1,NSE,,,831600000,,831600000,0,0,0,0,1376611200,242.45-363.65,0,0,1378058543,,,,,,,,,,CASH,,,,,1000,,,,0,20,,,T+1,315513000,0,1,329959,1,0,36365,24245,1,1,1,0,0,1,0,2.69355e+07,0,0,329959
13459,BL,nse_cm,,KAMDHENU,KAMDHENU-BL,,KAMDHENU-BL,INE390H01012,,,,KAMDHENU LIMITED,,,5,1,-1,-1,2,-1,NSE,,,831600000,,831600000,0,0,0,0,1376611200,300.05-306.05,0,0,1378055684,,,,,,,,,,CASH,,,,,1000,,,,,,,,T+1,315513000,0,1,0,1,0,30605,30005,1,1,1,0,0,1,0,2.69355e+07,0,0,99999999
13460,ZT,nse_cm,,IBULHSGFIN,IBULHSGFIN-ZT,,IBULHSGFIN-ZT,INE148I07NI5,,,,SEC RE NCD 9.05% SR.IV,,,1,1,-1,-1,2,-1,NSE,,,1356825600,,1356825600,0,0,0,0,0,800.00-1200.00,0,0,1378054073,,,,,,,,,,CASH,,,,,100000,,,,0.00,10.00,,,T+1,315513000,0,1,114,1,0,120000,80000,1,1,1,0,0,1,0,3500,0,0,114
13463,EQ,nse_cm,,PIONEEREMB,PIONEEREMB-EQ,,PIONEEREMB,INE156C01018,,,,PIONEER EMBROIDERIES LTD,,,5,1,-1,-1,2,-1,NSE,,,832204800,,832204800,0,0,1341532800,1342051200,0,41.65-62.45,0,0,1378058551,,,,,,,,,,CASH,,,,,1000,,,,0,20,,,T+1,315513000,0,1,881827,1,0,6245,4165,1,1,1,0,0,1,0,2.69672e+07,0,0,881827
13465,ZU,nse_cm,,IBULHSGFIN,IBULHSGFIN-ZU,,IBULHSGFIN-ZU,INE148I07NH7,,,,SEC RE NCD 9.55% SR.IV,,,1,1,-1,-1,2,-1,NSE,,,1356825600,,1356825600,0,0,0,0,0,720.97-1081.46,0,0,1378054073,,,,,,,,,,CASH,,,,,100000,,,,0.00,10.00,,,T+1,315513000,0,1,4009,1,0,108146,72097,1,1,1,0,0,1,0,122616,0,0,4009
13467,BL,nse_cm,,PIONEEREMB,PIONEEREMB-BL,,PIONEEREMB-BL,INE156C01018,,,,PIONEER EMBROIDERIES LTD,,,5,1,-1,-1,2,-1,NSE,,,832204800,,832204800,0,0,1341532800,1342051200,0,51.55-52.55,0,0,1378058551,,,,,,,,,,CASH,,,,,1000,,,,,,,,T+1,315513000,0,1,0,1,0,5255,5155,1,1,1,0,0,1,0,2.69672e+07,0,0,99999999
13472,GS,nse_cm,,645GS2029,645GS2029-GS,,645GS2029-GS,IN0020190362,,,,GOI LOAN 6.45% 2029,,,1,1,-1,-1,2,-1,NSE,,,1255046400,,1255046400,0,0,0,0,1365206400,93.95-103.84,0,0,1378054073,,,,,,,,,,CASH,,,,,10000,,,,0,20,,,T+1,315513000,0,1,1010800,1,0,10384,9395,1,1,1,0,0,1,0,7e+08,0,0,1010800
13477,ZV,nse_cm,,IBULHSGFIN,IBULHSGFIN-ZV,,IBULHSGFIN-ZV,INE148I07NP0,,,,SEC RE NCD 8.70% SR.V,,,1,1,-1,-1,2,-1,NSE,,,1356825600,,1356825600,0,0,0,0,1376438400,800.00-1200.00,0,0,1378054073,,,,,,,,,,CASH,,,,,100000,,,,0.00,10.00,,,T+1,315513000,0,1,4,1,0,120000,80000,1,1,1,0,0,1,0,150,0,0,4
13482,ZW,nse_cm,,IBULHSGFIN,IBULHSGFIN-ZW,,IBULHSGFIN-ZW,INE148I07NM7,,,,SEC RE NCD 9.16% SR.V,,,1,1,-1,-1,2,-1,NSE,,,1356825600,,1356825600,0,0,0,0,1376438400,776.00-1164.00,0,0,1378054073,,,,,,,,,,CASH,,,,,100000,,,,0.00,10.00,,,T+1,315513000,0,1,2516,1,0,116400,77600,1,1,1,0,0,1,0,76967,0,0,2516
13484,ZX,nse_cm,,IBULHSGFIN,IBULHSGFIN-ZX,,IBULHSGFIN-ZX,INE148I07NL9,,,,SEC RE NCD SR.VI,,,1,1,-1,-1,2,-1,NSE,,,1356825600,,1356825600,0,0,0,0,0,788.00-1182.00,0,0,1378054073,,,,,,,,,,CASH,,,,,100000,,,,0.00,10.00,,,T+1,315513000,0,1,2815,1,0,118200,78800,1,1,1,0,0,1,0,86092,0,0,2815
